Nänäre north=Assajee south=Lalale east=Inkö west=Vääkän
Rütüs north=Tikkä south=Ala east=Tuurivos west=Ipisti
Nospanaa north=Äläälimä south=Ääre east=Töösintä west=Jenättee
Inaavi north=Täätöö south=Öösüskünsäri east=Entaloltapua west=Nihää
Ausan north=Tirini south=Itein east=Soortaajua west=Niketisana
Atsina north=Sekeni south=Müüjää east=Tokkaan west=Erotten
Ojokeksero north=Nejirkuuna south=Oppa east=Säräkälöke west=Etonto
Sörärin north=Sönnei south=Emä east=Togaalahua west=Äkäirä
Äänimestää north=Kösähä south=Nosti east=Äähkämää west=Arhi
Öötintilmelün north=Tüshi south=Näkenä east=Orovakattin west=Nutte
Ämijä north=Tehkää south=Sillö east=Rinjasli west=Nuttekka
Äsän north=Örpenünes south=Epilö east=Kistaano west=Tätäänö
Ristajuussaa north=Tilüs south=Mena east=Tümäkütsüs west=Altos
Milaatanguukos north=Töönä south=Livistala east=Kelastuiva west=Lehröräärsärüs
Auto north=Äntä south=Kinää east=Äkörälääs west=Meltä
Linüli north=Aajonirada south=Mekäntään east=Osisteste west=Lolmason
Kemen north=Rinto south=Penka east=Henkiemöttäkä west=Täsütsään
Även north=Isupa south=Külelmä east=Käämpö west=Sükenis
Tulaamistaisin north=Nipsole south=Ijääs east=Aludes west=Vivänlä
Ahasavaalees north=Enikünülä south=Nääne east=Oosi west=Okehiisessa
Tänsä north=Nenaan south=Sehi east=Ratolka west=Katen
Ootos north=Inni south=Luttis east=Itäsäntittä west=Huulunkas
Tookkeloo north=Akontan south=Äätevä east=Adalaa west=Näjöönsä
Tittokaasoonni north=Kiresä south=Lästäkkää east=Äsöön west=Etüläälpillön
Täkköön north=Aaste south=Aultas east=Tedö
Epäämiriintä north=Säntärä south=Alteha east=Änüüsä west=Rinüüre
Ärräle north=Inellenna south=Mälääki east=Sämölee west=Miras
Lidi north=Nalesten south=Oovun east=Kervä west=Entää
Matantos north=Talvi south=Savisoo east=Ärö west=Sepieppä
Ilua north=Redatto south=Melöö east=Okilkejanos west=Öhre
Tarri north=Suulaati south=Ärjüüsme east=Söktätö west=Rasekaa
Ohene north=Äämes south=Linte east=Ilinaan west=Ipähkääküülme
Ilippe north=Rüütröt south=Lälläntetinkis east=Inivuuve west=Tüürti
Aattekse north=Alerheraa south=Enva east=Kisekkä west=Pesetua
Tänin north=Öliinti south=Avekkaasoo east=Lülö west=Tekkä
Äätekis north=Kapehappikka south=Ökälti east=Aro west=Öömälküs
Ihelka north=Isä south=Humo east=Nööskönös west=Ihäätüä
Öli north=Ivajo south=Leppis east=Kettühdälä west=Oonenki
Nekseraada north=Tööskärrä south=Rännön east=Eejäs west=Vüsterisi
Äte north=Vavunes south=Nöinä east=Lältö west=Pümään
Atimpe north=Oporsinoren south=Eskappo east=Renti west=Istua
Käläskä north=Pittoon south=Tekkä east=Öliinti west=Aantatos
Loppokaa north=Evö south=Löörjöö east=Tijääne west=Kallohe
Rästimi north=Ladulaihas south=Topiki east=Növeeles west=Orarke
Atastilua north=Öksätötkittös south=Jaktaka east=Attaa west=Älärkää
Ääkkästipüüre north=Mivun south=Jilluus east=Nöppen west=Vanaaraa
Kele north=Köhä south=Ästi east=Käpsö west=Rise
Simmostova north=Pestokamopa south=Änä east=Savaa west=Hiltonet
Ojes north=Ija south=Äülüä east=Näkörkilöölin west=Oskakka
Tulikoon north=Ädäänös south=Nitoo east=Öspöö west=Lilkiji
Köütikerräpää north=Kässäämä south=Ates east=Asaanopai west=Tidä
Erkägüö north=Niirihjolkeda south=Tolka east=Niirrö west=Simä
Östin north=Önnälpöke south=Ähtüülmilläävä east=Iisitsineskän west=Soodoomarto
Arkis north=Ättirä south=Asalin east=Imi west=Ärüllä
Ola north=Oove south=Tuka east=Ätäs west=Säkä
Sipan north=Ilita south=Linokko east=Öpeläslüä west=Ike
Tetikin north=Äürhe south=Ötke east=Ennüüsä west=Tüppenis
Mame north=Nülä south=Eljii east=Ivälüülä west=Vasaatomo
Kookkusti north=Öönestilerä south=Öväärin east=Tötillöirümi west=Naapata
Ennahoo north=Ämin south=Enaaspa east=Isentään west=Tepi
Limmusa north=Parjimis south=Innä east=Sovatkeskas west=Name
Hisi north=Läämiltä south=Ikkäsväkö east=Nelos west=Püüntö
Tünä north=Tästikä south=Kanenaa east=Tirö west=Rölös
Köni north=Tühätkä south=Relaaltamun east=Rilä west=Oonka
Sääli south=Nükelii east=Tosserho west=Annalla
Amokaa north=Hetuunulvalo south=Tämä east=Isälerkön west=Hani
Siekün north=Eesväähdää south=Töömästää east=Mäsälisürä west=Pakkarere
Söksä north=Kosvettos south=Tehtooti east=Nistippitamaa west=Tistallatetsi
Liljirjevan north=Anotampa south=Ävüümä east=Midua west=Alaakralkenna
Akintoppatten north=Äjönke south=Ausasa east=Lintorjaamaasaa west=Tisa
Kekkaaris north=Iröö south=Nasalpunte east=Iinelirelvä west=Killan
Istirhüüke north=Nettemärhisüä south=Äüsi east=Jänää west=Litrahte
Ättin north=Ösäri south=Väätä east=Sääle west=Nikkihin
Tile north=Nunta south=Araattus east=Amo west=Äsvi
Ehöömöse north=Innojus south=Rurheva east=Soodoomarto west=Rärüä
Aromattusa north=Ikküä south=Tehdääsöpsünä east=Olopi west=Ilvana
Ajaan north=Etittäi south=Rekintelöörüüs east=Nölö west=Isirin
Hasilove north=Määkköskön south=Eton east=Istös west=Allisa
Lipsülkis north=Töölö south=Omera east=Aveta west=Vise
Tälet north=Noniha south=Ahus east=Vüsämä west=Kelti
Itüüsöön north=Ikasa south=Kivis east=Ökkäläärrinpä west=Eraavajes
Liren north=Tengetkistöötkä south=Miniköö east=Äürsökää west=Kääktöidä
Ritäpätö north=Kili south=Rökönängö east=Töntüs west=Arjuuliihtajo
Nättöke north=Nüüdö south=Süskeestöö east=Äävehdihä west=Elastuunsaako
Kürjüntin north=Ostiskis south=Küürütä east=Attimeli west=Hehjäs
Nässö north=Vatsan south=Timimeli east=Allijaa west=Antamiki
Enolin north=Ääkkülestele south=Ehi east=Älpä west=Nütäs
Lado north=Astunen south=Äärmörään east=Eski west=Ärkään
Silätääkit north=Erilolli east=Telto west=Höttä
Austo north=Okas south=Sähki east=Estaanaa west=Tästärään
Tukun north=Ämä south=Ölüs east=Irö
Taatoso north=Ivulalmaaro south=Aasteviisila east=Jotoo west=Aaran
Vilirülti north=Ihläme south=Assajee east=Ihte west=Hünüürä
Lelli north=Nälläsen south=Nite east=Ädümöö west=Oihteskin
Neenalmi north=Elumakki south=Iksänääne east=Örvilkes west=Aasolaaloo
Olovoon north=Ilta south=Salaslun east=Käimi west=Taallut
Ralka north=Oussaa south=Opoo east=Sümös west=Ikis
Rintää north=Tela south=Söövöös east=Äjen west=Pilme
Niltäpe north=Länö south=Äüntärä east=Amekkolarsoo west=Elärvä
Äänäli north=Vüstin south=Siren east=Säärähkiränte west=Riva
Ösüüntä north=Sala south=Tahjo east=Leppün west=Ököjäte
Öhmüüt north=Onhan south=Önti east=Leeke west=Lashainlallasee
Vimemäppäväs north=Appopesutso south=Vakkiles east=Pelaas west=Toojanaa
Taannaska north=Tääjeri south=Aalkaa east=Jinään west=Rallasoo
Ivüsti north=Omostit south=Intölüä east=Apulusluvi west=Satti
Rärööstellüilkö north=Roodenvo south=Ääpläkki west=Sila
Seda north=Töre south=Äünei east=Ipä west=Oohi
Lääsürön north=Tihaljaa south=Kehoo east=Iveenüä west=Töösintä
Askolturje north=Jarja south=Sasiso east=Ööhdüsä west=Näsi
Tuukkaas north=Sensi south=Rüleetün east=Pirke west=Maltihkekusi
Tärääslävün north=Äppänse south=Viraa east=Eppötä west=Sääsä
Söüstäjö north=Etöris south=Lansi east=Antaasus west=Silaane
Ärkeelättisküs north=Liinä south=Ärmi east=Örissürün west=Ipillan
Here north=Savaatastanten south=Kattaa east=Rentin west=Nüsän
Kesiskin north=Eennä south=Autto east=Ikkalila west=Nesta
Örkihlä north=Mätsirri south=Toosi east=Kengäkekää west=Pänsimmödet
Terä north=Änsä south=Länölüö east=Ässikipööröö west=Näpä
Notilaresle north=Nännüülä south=Sööpelös east=Äöven west=Akkuuntaanaa
Lihöümi north=Jehuniluri south=Äärhälään east=Tuva west=Pemä
Äältisöttilme north=Pakoo south=Kuulisvo east=Ladodestupun west=Kökkürvüä
Lästissi north=Älähäälästis south=Auhtuunturko east=Äünkilläs west=Tavaahlin
Söväre north=Adanvarsirsa south=Hititsikis east=Aatta west=Hääsöörkärä
Settani north=Onossi south=Lennelkaadas east=Hirra west=Venünes
Kenna north=Näkintä south=Lela east=Kenätsää west=Etsa
Eskärjüä north=Ätsööti south=Elleteekuksee east=Sootraaridustoo west=Mekkala
Töpistüä north=Appanaantaa south=Aji east=Eliruli west=Ikkikääntö
Kunis north=Koohta south=Altese east=Apeistaa west=Tiljannutte
Ani north=Ooste south=Äähkämää east=Vanga west=Kösähä
Tadunarsatoon north=Öösöl south=Irhajasisin east=Vöölänön west=Arkaakuke
Läjä north=Akamoon south=Nahtoveri east=Otusta west=Sasino
Lentin north=Sahoonkos south=Kistaano east=Lostatturkosa west=Örpenünes
Kahtakko north=Sesimin south=Köüvöhäs east=Essa west=Erempön
Äkän south=Taaguura east=Räppälmi west=Äärrööntä
Illuun north=Ovi south=Sönüseneltä east=Ästeves west=Ääsen
Lisishänestön north=Nilö south=Sivinet east=Sänkä west=Illä
Ekkennää north=Okkirhoja south=Sivii east=Hakaa west=Nüsäärästin
Täköhtün north=Mitäärpä south=Ähö east=Ihittevitöös west=Nähis
Hervaan north=Iltääle south=Pakas east=Epälee west=Lidoraji
Ineraalikki north=Luusis south=Senisin east=Riva west=Nämüä
Lisaapi north=Hölöö south=Tillanaakkihto east=Etes west=Jeltaasi
Ööhdivistää north=Äppi south=Nösünä east=Koida west=Autis
Tetko north=Taale south=Koosvehihtaki east=Ikketaakaasmis west=Ihi
Äürvüpis north=Kersüülöököökääs south=Lilli east=Aamattuka west=Lööltäs
Ättööle north=Siskiniistää south=Koppihi east=Nalkua west=Eraahi
Vehde north=Kaakesporjua south=Pekään east=Saninte west=Lääpävilüä
Ahkette north=Enkotti south=Ösühä east=Toltanna west=Lataa
Iske north=Äänke south=Eekünkä east=Peläsä west=Sinintudon
Lokkipo north=Luloo south=Ehtaala east=Oluraa west=Ilkataa
Äppäästentiis north=Vira south=Metihtinervö east=Ottetta
Apulusluvi north=Etuhta south=Irki east=Inö west=Ivüsti
Etüläälpillön north=Käämää south=Sählüdilä east=Tittokaasoonni west=Säättälmä
Killaa north=Irvötti south=Östä east=Siro west=Sülvüühö
Säde north=Kettühdälä south=Tahis east=Itula west=Leppis
Illäräküüstää north=Lirtädä east=Nökkütätää west=Atsi
Kiska north=Tiroo south=Lältö east=Änän west=Vavunes
Sejänmiksä north=Renti south=Akun east=Ivärrösägä west=Eskappo
Tevokaanhutkin north=Nistä south=Iska east=Toranin west=Nüütrüvä
Arpaadallo north=Nanaat south=Pöönäntä east=Pökrös west=Äükkintä
Attulena north=Sakire south=Seirse east=Kiunaa west=Ääkkis
Naasoskipotan north=Sime south=Ereliule east=Noso west=Istös
Najasetete north=Enninli south=Relurruhtaanka west=Korelkoohtilaas
Tekkä north=Käläskä south=Tunhihdin east=Tänin west=Ättire
Ätsekännä north=Anni south=Isije east=Mälä west=Pülisöstüs
Pissan north=Enälli south=Sürsesläni east=Rapoo west=Teerirroorvo
Töötä north=Ääräärri south=Mävivünsüüvi east=Kääskensi west=Amehan
Istauhenvaagaas north=Satin south=Kori east=Etsa west=Panus
Övä north=Naastati west=Nolli
Süti north=Pilo south=Suukuken east=Susa west=Mikösi
Ävälikälö north=Ösünäämelmä south=Ätäs east=Siresi west=Oove
Tipo north=Aarka south=Estis east=Ileti west=Rakemi
Hilölkä north=Mäppe south=Öökkilä east=Röömi west=Tärtä
Rättä north=Lipsas south=Satkis east=Ivenön west=Änäs
Viisooni north=Sövinö south=Vata east=Entarjantikkas west=Ileris
Etote north=Vöüsäkäräsä south=Öösmüsüüntelääs east=Ero west=Nestojihi
Emilken north=Haamaastaa south=Mite east=Ipit west=Latin
Änhii north=Ilämä south=Altaansaakki east=Sükittevüä west=Äärö
Ääne north=Helüä south=Ostalo east=Ikos west=Vesihviil
Mistoo north=Ari south=Tinkirvi east=Ännää west=Laksas
Lanta north=Tulkaka south=Nukke east=Ansaan west=Oola
Estöönä north=Äänüülle south=Osta east=Kikasarukki west=Evuullekara
Otusta north=Ätkäänsirä south=Ollaas east=Kihtinoos west=Läjä
Mikösi north=Sülenvöö south=Ettööjään east=Süti west=Nimän
Rüükemei north=Iküs south=Äliksää east=Siilo west=Alaa
Önää north=Sulvuodaa south=Alli east=Novepi west=Nülkööde
Sedassavelja north=Sari south=Mölörmää east=Jölis west=Ilmööttää
Vestääkis north=Näähän south=Sidenna east=Kistäsä west=Essi
Tötetörälö north=Sola south=Öslilti east=Tiniltöö west=Honaa
Illööpe north=Kenis south=Tüljüli east=Suurin west=Eno
Peslösili north=Rötkette south=Pääsvä east=Setä west=Alla
Öksüs north=Hisähtintööhmä south=Tövelkäkkä east=Eksaspa west=Ossolma
Sentaraa north=Pülke south=Aavi east=Temoli west=Enene
Taankimunaan north=Emarvasmo south=Sütää east=Auhan west=Malmajeljuuppi
Onesivus north=Tüüpääpää south=Äksänkä east=Aisunaa west=Taron
Ojaska north=Enini south=Hule east=Äheleläätes west=Piutaas
Räsi north=Ättänön south=Tostis east=Püükillikküdi west=Miltua
Räälä north=Anun south=Tasaruraa east=Loiranve west=Emi
Inün north=Lenesistö south=Ralipes east=Ääppüsäs west=Isöhin
Tahele north=Lentösä south=Pötäriräärüs east=Kälüünüdäpä west=Löösä
Tinte north=Ölä south=Lünän east=Ipoo west=Kimösteve
Ätri north=Ipaasirto south=Mäkät east=Nesaan west=Müükättüüdi
Kisvinintii north=Näpisi south=Nukodo east=Errenistepöö west=Täädelin
Aalekkoo north=Haltan south=Mukaa east=Alko west=Ipaakkas
Tökkööttedije north=Ataksata south=Oloo east=Rislää west=Pise
Lätti north=Ivi south=Pane east=Irkäälön west=Tapitturis
Netusto north=Inkilevelää south=Äüläärjintinöö east=Pülisöstüs west=Arakaakasso
Läälinpün north=Altos south=Atki east=Mena west=Saaspoo
Läähi north=Likkiskeen south=Ilämö east=Ijave west=Liljin
Ätteppetää north=Irimötä south=Ipsisti east=Püge
Lanus north=Övää south=Vehä east=Testinä west=Hoopua
Söllä north=Ikkoo south=Ösvän east=Nalane west=Oriksustoden
Papus north=Ihüksän south=Seintelöövi east=Läkki west=Sörtünes
Kantee north=Lolmason south=Emesaas east=Mekäntään west=Rihoote
Äkkerti north=Eles south=Aantisuo east=Soopivit west=Ruja
Totaa north=Emmä south=Toolaakkanukas east=Räästöö west=Hemeviva
Läällevän north=Tirvuus south=Öüti east=Sataankavapen west=Äkessösüsköä
Ähää north=Älös south=Netehan east=Onvekka west=Äsentöön
Ärtös north=Sale south=Kevää east=Sepöös west=Looksiellaaskonlua
Tippooki north=Asuurtimmes south=Östetä east=Äisäs west=Sakuna
Itsöötsi north=Läte south=Ejuuma east=Kolokun west=Enteksi
Vennä north=Amepitsuksos south=Nunnen east=Amonun west=Iririr
Oive north=Ipimöölö south=Hesvöretää east=Nisje west=Lelävepse
Evite north=Teuhis south=Liske east=Anaalo west=Lissää
Oistanto north=Ellästäs south=Akesis east=Kinsi west=Örestün
Ömääsännää north=Kirihte south=Äristä west=Öjivi
Herpuuta north=Ökinäärve south=Ejörin east=Rulukkano west=Räänüüde
Äürtäte north=Takaakodaave south=Enaani east=Ellonta west=Itta
Läpöni north=Hesirä south=Kästenö east=Rööppümen west=Anuulotoola
Nahe north=Asse south=Sillääske east=Aka west=Sööline
Olmaa north=Sökäämää south=Äpäänää east=Onaja west=Möläsä
Eloos north=Alela south=Kajonta east=Lakina west=Kükite
Tukka north=Inpepestis south=Ästämä east=Inos west=Ilän
Nämüühti north=Taava south=Kotte east=Küsölki west=Enutakki
Eköön north=Tasso south=Anteki east=Iskes west=Röllööpsäs
Sila north=Önüntä south=Äträs east=Rärööstellüilkö west=Namihti
Otta north=Pejatas south=Losve east=Iksirilmipa west=Milla
Ladodestupun north=Okka south=Läälä east=Rillöönüülüüppä west=Äältisöttilme
Nulli north=Räämä south=Jüstä east=Nüihä west=Törä
Kemirä north=Rivävö south=Ivöö east=Kävee west=Kallis
Tiniltöö north=Öörjälle south=Enuntelkava east=Isän west=Tötetörälö
Histilää north=Okaa south=Hijin east=Kuri west=Aassika
Liskasa north=Kevistillä south=Astaasis east=Muki west=Ahee
Ävilä north=Ilte south=Isäli east=Aatti west=Tönpörkinölää
Kootua north=Äkäänjelemä south=Ähtäälimi east=Mötüüs west=Tünäähüünsirvi
Akke north=Äälmis south=Kintevän east=Äräsväs west=Muta
Aasi north=Änes south=Espit east=Kerja west=Nilavorua
Silaane north=Älkönetkäsvä south=Eliruli east=Söüstäjö west=Appanaantaa
Enunnin north=Pekakahinno south=Immana east=Navaanni west=Adaa
Ösüvini north=Sünää south=Nömin east=Inürmüün west=Samua
Otiso north=Elilä south=Kintüs east=Ikkaka west=Sote
Ala north=Rütüs south=Nusii east=Joti west=Kääsenö
Ääre north=Nospanaa south=Erö east=Imehta west=Nötölä
Ätüä north=Impöstin south=Änike east=Hikö west=Timmilöhen
Itein north=Ausan south=Tepet east=Entoohtinin west=Teraaka
Tuuste north=Äökälö south=Auselluvei east=Öintin west=Äüntüsüskälää
Ilintös north=Inta south=Ökä east=Ölenä west=Auseksos
Saammannulta north=Naneruus south=Ilelo east=Äülkäte west=Kivää
Kösähä north=Aalmi south=Äänimestää east=Ani west=Ita
Nettemärhisüä north=Älläälenün south=Istirhüüke east=Äüköönüä west=Totsinuun
Tehkää north=Sülö south=Ämijä east=Tutaatastesi west=Läkän
Örpenünes north=Sirre south=Äsän east=Lentin west=Emihüüsö
Tilüs north=Empöö south=Ristajuussaa east=Tinsökäs west=Isökkä
Esuuduutidaan north=Ekkoorkervarka south=Sunot east=Näppäs west=Sülüö
Nejäävään north=Aujaha south=Käälkömi east=Testümööti west=Itäsöröö
Aajonirada north=Evepe south=Linüli east=Isüs west=Nörtie
Rinto north=Sörmitä south=Kemen east=Rörepä west=Tapi
Külelmä north=Även south=Äüsüä east=Ippää west=Memaa
Nipsole north=Heniskä south=Tulaamistaisin east=Vepetakas west=Ejöörnä
Nääne north=Ahasavaalees south=Ivii east=Sakeen west=Sörüntää
Sehi north=Tänsä south=Oonnolinna east=Iekää west=Intiikäppöskän
Luttis north=Ootos south=Sinään east=Öllös west=Seksäkkis
Tikikaa north=Laantes south=Astaas east=Imä west=Pirke
